"K008552"	0.09074300231
"K003229"	0.09074300554
"K015594"	0.09074300191
"A000446"	0.8892754098
"A004042"	0.8892753039
"A004450"	0.889275593
"A005311"	0.8892753962
"A004382"	0.8892759159
"A005824"	0.8892760981
"A014853"	0.889275089
"A007848"	0.8892759206
"A011590"	0.8892755809
"A014252"	0.8892748875
"A006773"	0.8892753148
"A009522"	0.8892754463
"A010043"	0.8892752647
"A002125"	0.8892763578
"K003270"	0.09074300405
"K010861"	0.09074301295
"K014981"	0.09074299968
"A013488"	0.8892753681
"A004384"	0.889275833
"K009182"	0.09074300956
"K005225"	0.03672062058
"A001057"	0.5510484395
"A013410"	0.5510484677
"A007075"	0.1824320192
"A013274"	0.1824320231
"A005866"	0.5509655663
"A004066"	0.5509656468
"A015842"	0.1824320516
"A013405"	0.5509654469
"A000746"	0.5509656534
"A013132"	0.5509657395
"A002849"	0.4236657819
"K009520"	0.1366371751
"A001017"	0.5509656198
"A002065"	0.5509655594
"A014617"	0.55096551
"A007505"	0.5509655535
"A008906"	0.550965569
"A016206"	0.1824320491
"K010975"	0.07363522666
"A000444"	0.6963102468
"A011159"	0.5509656195
"A007025"	0.1824320315
"A001097"	0.1824320843
"A007169"	0.5509655404
"A000528"	0.5509655658
"A006338"	0.5509655591
"A010679"	0.5509655336
"A010958"	0.550965475
"A006392"	0.4236658111
"K011935"	0.1366371848
"K002451"	0.1824102364
"K003786"	0.1824102738
"K002509"	0.1824102732
"A004714"	0.5509656202
"A008146"	0.550965575
"A001628"	0.6963102761
"A008896"	0.5509654626
"A008108"	0.2415623026
"A012292"	0.6963101316
"A008264"	0.6963102883
"A014339"	0.1824319744
"A011053"	0.6963105879
"A011479"	0.696310272
"A007195"	0.6963102137
"A002813"	0.6963103327
"A011343"	0.3017287957
"A010131"	0.3017287887
"A000540"	0.3017287518
"A002615"	0.3017287955
"A003819"	0.2415623046
"K000038"	0.1523554384
"K013859"	0.1366371975
"K007991"	0.1523554719
"K011745"	0.03887333646
"K009350"	0.1824102494
"K009858"	0.1824102855
"K013640"	0.03887332254
"K005549"	0.2100929769
"A001623"	0.2415623024
"K013487"	0.1824102519
"A000565"	0.5509657558
"A007998"	0.2415622785
"A007876"	0.2415623027
"A007666"	0.2415622755
"A005660"	0.18243178
"G010864"	0.8686243608
"A002653"	0.241562303
"A008825"	0.1824319503
"A003563"	0.1824320423
"A001223"	0.1824320855
"A008643"	0.1824320477
"A006539"	0.182432037
"A001154"	0.1824321003
"A014916"	0.1824321195
"A001062"	0.1824320343
"K000957"	0.1824466263
"A013988"	0.1824319629
"A014726"	0.4237068861
"A012229"	0.3017288397
"A008861"	0.4237067997
"A008048"	0.4237069897
"A004242"	7.457131801e-09
