K008552	-552395.259129
K003229	2880260.865699
K015594	-102335.418016
A000446	-342557.615290
A004042	-4424581.482069
A004450	4621296.736137
A005311	-3085785.867147
A004382	-111984.936962
A005824	-1046417.825197
A014853	-295229.620585
A007848	-119392.746389
A011590	220319.787991
A014252	-16471.819436
A006773	-947643.515123
A009522	4032477.627436
A010043	105066.705370
A002125	442191.712838
K003270	1943247.901234
K010861	4278057.668755
K014981	-1765700.303396
A013488	-480949.372539
A004384	-7533126.642486
K009182	4360664.366545
K005225	5576194.514490
A001057	-18982.345962
A013410	167219.377445
A007075	133932.852661
A013274	1660919.236526
A005866	-698403.107633
A004066	-995938.634769
A015842	-429350.877731
A013405	-115763.143661
A000746	-28724.098018
A013132	287863.246585
A002849	988585.250790
K009520	1738008.571156
A001017	115765.282720
A002065	-397133.162711
A014617	634979.069704
A007505	178651.540135
A008906	-1678214.855442
A016206	-679630.672949
K010975	878647.113767
A000444	-1573676.736425
A011159	-102069.073669
A007025	-1104688.917738
A001097	-833768.544778
A007169	-1110641.845551
A000528	-242709.005765
A006338	47438.957467
A010679	83188.887135
A010958	-573531.396555
A006392	646865.674061
K011935	526189.924433
K002451	1454665.520720
K003786	2650203.490761
K002509	967483.638806
A004714	-304646.740457
A008146	-469708.392883
A001628	455279.654717
A008896	-217975.161911
A008108	73405.829376
A012292	-75933.159346
A008264	-6225.856741
A014339	1072394.415978
A011053	-185132.019014
A011479	379048.893075
A007195	30380.281469
A002813	24269.309377
A011343	-1407209.792264
A010131	1171339.747620
A000540	-1547758.395886
A002615	-1143485.629383
A003819	1406926.772950
K000038	2463231.107134
K013859	-954815.957300
K007991	-1194044.663015
K011745	-12086.367696
K009350	-66022.627049
K009858	-572511.960039
K013640	4771426.284705
K005549	-1183919.097630
A001623	3437888.968765
K013487	1593631.573257
A000565	1450808.766917
A007998	72567.448461
A007876	1783222.086678
A007666	-930757.493502
A005660	-19243.499226
G010864	-141180.909410
A002653	6362883.881563
A008825	485878.337387
A003563	-890156.888974
A001223	-308953.603760
A008643	-876954.496266
A006539	-379379.595583
A001154	573296.845508
A014916	270772.472576
A001062	399062.776801
K000957	-807358.430466
A013988	-349647.467666
A014726	-727572.221721
A012229	405908.540288
A008861	-276184.694456
A008048	2057773.160303
A004242	2910076.573867
A006413	-544967.485372
A011978	772950.951077
A014310	-20551.376496
A008000	-491496.534959
O012362	501218.992512
A008078	1303417.207146
A010278	33327.627898
A013518	-792543.666212
K005062	1972446.467015
K013135	3492796.275289
K013396	4956193.858689
A003343	1041877.041577
G004489	-522728.576787
G000891	486038.040030
G002468	-326917.234247
G013441	636010.320371
K002646	1021631.921767
G007082	129249.056378
G015011	53279.056978
K015506	1193616.675931
K013127	2863257.281228
K014224	936811.145077
A014272	-1701002.848077
K001443	145980.586933
A013254	-997658.481454
A003570	266707.886236
K009045	-617531.754909
K014143	1273435.337963
K009454	185524.058477
K003020	-5885699.742145
K003879	928892.285174
A013509	548942.751323
K009575	1090568.613357
A005480	-1621640.681232
O008855	40005.422807
K013182	-698942.500626
A014253	-84764.958715
G002006	998527.719204
A015371	-2930762.741494
G002339	-587926.268566
G004630	-1048542.503888
A010695	1252753.241417
A013029	-222780.212242
A012074	-97768.658892
A003900	329998.453557
G012685	322312.377755
A005456	155635.310281
K011618	2324527.487793
A006980	-569499.798251
A008178	-633680.308763
A009947	740846.798194
A006313	-336098.394753
A005797	-442400.148418
G015488	-1631694.085727
G004038	-414382.670343
G011524	-98713.667497
G006551	-261900.873594
K005787	-125208.091970
G006779	359038.709007
G014415	44758.382015
K000701	71437.061641
G011770	509031.553265
G000505	629795.884558
G015266	163556.210994
G011310	-663778.774649
G004850	-1322572.924335
G004025	2762515.297093
G004394	1175333.948439
G010135	1013071.898099
G003138	-277567.293007
G008949	623124.737626
G005467	144849.444610
G004279	-1000141.506380
K008502	-127279.770505
A002462	597937.084901
A001783	495186.061495
K003241	2631556.862978
K013359	1488424.885077
K002518	-3868163.067220
G010280	-1602662.101926
G014524	-278653.095381
A009341	-840109.839958
G002186	61936.403732
A005948	713876.848112
G014383	-3615662.470249
K008736	1801212.830378
A008962	-222423.733301
G000519	3824385.843370
A000759	233875.622515
G004010	-1540183.899513
G004788	-687237.210902
G016075	860301.467131
A004418	1234976.395697
K008499	3989727.828175
G014943	-132524.427355
K002558	69212.412895
K010584	1047639.495130
A000305	1433858.359715
A010119	510092.343610
K012885	-1035660.090836
A009543	-278890.424471
A004127	-2082877.926778
K016223	1332244.888826
K015250	-1708198.629284
G008445	-961348.943762
G010778	-157049.170521
K009423	750777.777936
K013050	217167.570052
G009724	-1154303.845548
K013465	-1534193.624733
A003311	-0.000157
A015208	-0.000438
A015922	-0.000127
K011131	446802.470791
A008699	-320548.653818
G015951	635810.041473
A015455	-0.000216
A001690	-0.001045
O011420	-4745855.957729
G007287	207405.714434
G012790	-913684.018135
G014793	-421160.435468
G015400	4089146.903158
G008085	-182047.535814
G007207	541237.513427
G004608	-1596730.494353
G011047	157363.725680
G006820	684137.250466
G014659	-1087087.102102
G014316	1604786.595148
A006608	-255176.300186
K011798	-322721.522891
G010472	1136803.077002
P010444	1498255.702542
A005036	89283.481431
G014753	3527253.721432
A001791	-5277729.330544
G011937	-81360.325026
A011975	153013.553180
K015931	-489830.402278
A010294	125230.255566
G014593	-108106.575617
G008134	275063.648229
G006268	375347.702082
G009504	504832.413176
G015975	-992308.136987
G008669	692809.261788
A015654	-109811.706776
